Rowid,Country,State lgd code,State,District lgd code,District,Year,Type of residence namely rural or urban,Number of census houses,Houses having grass or thatch or bamboo etc. as material of wall,Houses having plastic or polythene as material of wall,Houses having mud or unburnt brick as material of wall,Houses having wood as material of wall,Houses having stone not packed with mortar as material of wall,Houses having stone packed with mortar as material of wall,Houses having galvanized iron (gi) sheets or metal or asbestos sheets as material of wall,Houses having burnt brick as material of wall,Houses having concrete as material of wall,Houses having any other material of wall
961,India,23,Madhya Pradesh,396,Bhopal,2011,Urban,396666,4291,3306,42690,5050,4757,7454,3447,312597,11331,1743
962,India,23,Madhya Pradesh,397,Burhanpur,2011,Rural,96440,23166,289,41613,1994,331,636,145,26758,1436,72
963,India,23,Madhya Pradesh,397,Burhanpur,2011,Urban,50361.05257,1582.388269,119.0510174,19177.53583,174.7152575,422.7810729,550.6434751,86.49137777,26424.98723,1786.421326,36.03771108
964,India,23,Madhya Pradesh,398,Chhatarpur,2011,Rural,299608,2435,545,177415,536,9651,12667,125,94503,851,880
965,India,23,Madhya Pradesh,398,Chhatarpur,2011,Urban,71277,390,88,17943,26,829,1589,25,49658,271,458
966,India,23,Madhya Pradesh,399,Chhindwara,2011,Rural,330846,7742,726,257475,2038,2199,3726,93,54896,1629,322
967,India,23,Madhya Pradesh,399,Chhindwara,2011,Urban,109823.743,1618.645085,306.6418124,35837.78828,180.1731615,671.6687123,1448.925437,71.75524189,67073.51529,2414.003068,200.6268794
968,India,23,Madhya Pradesh,400,Damoh,2011,Rural,250346,4193,601,103068,2146,55463,36281,50,47771,253,520
969,India,23,Madhya Pradesh,400,Damoh,2011,Urban,50769,660,98,14835,109,1152,1874,39,31110,713,179
970,India,23,Madhya Pradesh,401,Datia,2011,Rural,129977.5658,1170.735086,550.9275059,50183.08852,82.47086139,2823.939288,7358.534946,16.39387158,66558.60572,175.8845301,1056.985428
971,India,23,Madhya Pradesh,401,Datia,2011,Urban,33069,266,94,6522,22,439,1104,10,23858,232,522
972,India,23,Madhya Pradesh,402,Dewas,2011,Rural,220809,27042,1761,93838,6730,2156,2518,343,83835,1500,1086
973,India,23,Madhya Pradesh,402,Dewas,2011,Urban,83933,3208,544,17637,227,761,1075,196,55517,4240,528
974,India,23,Madhya Pradesh,403,Dhar,2011,Rural,339844,17878,1425,167419,12955,7321,33029,385,96889,2235,308
975,India,23,Madhya Pradesh,403,Dhar,2011,Urban,79969,2060,260,15915,123,730,2308,188,54638,3674,73
976,India,23,Madhya Pradesh,404,Dindori,2011,Rural,161808,2651,524,128921,445,273,569,37,27859,325,204
1086,India,24,Gujarat,455,Patan,2011,Rural,210593,6801,374,49291,557,3499,2819,365,143030,3689,168
977,India,23,Madhya Pradesh,404,Dindori,2011,Urban,9838.898066,412.2396307,26.65097932,3174.049995,24.30784681,158.8541033,191.5743463,17.27731499,5634.220203,171.2536322,28.47001365
978,India,23,Madhya Pradesh,405,East Nimar,2011,Rural,216711,35685,1285,107364,1199,1650,3846,181,63314,1897,290
979,India,23,Madhya Pradesh,405,East Nimar,2011,Urban,48946,1784,225,13604,365,553,981,135,29146,2034,119
980,India,23,Madhya Pradesh,406,Guna,2011,Rural,183767,4938,499,128246,1062,6080,20197,132,22065,272,276
981,India,23,Madhya Pradesh,406,Guna,2011,Urban,57666,872,151,18861,58,595,1909,65,33977,969,209
982,India,23,Madhya Pradesh,407,Gwalior,2011,Rural,144130,3178,694,51928,577,12261,23161,110,50715,342,1164
983,India,23,Madhya Pradesh,407,Gwalior,2011,Urban,225375,563,573,16809,426,6356,18173,251,177036,3046,2142
984,India,23,Madhya Pradesh,408,Harda,2011,Rural,88422,14213,567,31756,982,373,837,66,38584,831,213
985,India,23,Madhya Pradesh,408,Harda,2011,Urban,22559,1052,80,4426,76,96,215,52,16183,248,131
986,India,23,Madhya Pradesh,409,Hoshangabad,2011,Rural,174226,13492,1033,69931,2939,841,1138,108,83177,1185,382
987,India,23,Madhya Pradesh,409,Hoshangabad,2011,Urban,78336,1384,341,12916,201,448,871,151,60542,1218,264
988,India,23,Madhya Pradesh,410,Indore,2011,Rural,153259,10319,743,61057,1351,966,1004,1105,72747,3693,274
989,India,23,Madhya Pradesh,410,Indore,2011,Urban,462075,4752,2147,44118,2477,3339,3326,6147,363772,31012,985
990,India,23,Madhya Pradesh,411,Jabalpur,2011,Rural,236023,4408,569,148446,445,1414,2028,138,77010,1202,363
991,India,23,Madhya Pradesh,411,Jabalpur,2011,Urban,276358.9474,3172.611731,944.9489826,63219.46417,492.2847425,3109.218927,7375.356525,364.5086222,188654.0128,7978.578674,1047.962289
992,India,23,Madhya Pradesh,412,Jhabua,2011,Rural,190362,16844,633,88884,5502,8711,40648,37,28711,274,118
993,India,23,Madhya Pradesh,412,Jhabua,2011,Urban,17259,294,27,3924,16,98,181,9,12387,309,14
994,India,23,Madhya Pradesh,413,Katni,2011,Rural,234239,2217,348,174477,172,2367,2971,46,51050,381,210
995,India,23,Madhya Pradesh,413,Katni,2011,Urban,54787,275,76,11618,31,605,1457,80,40178,325,142
996,India,23,Madhya Pradesh,414,Khargone,2011,Rural,309603,59625,1417,143862,4163,1192,3389,270,93541,1926,218
997,India,23,Madhya Pradesh,414,Khargone,2011,Urban,56975,1491,140,14467,70,342,372,81,39123,814,75
998,India,23,Madhya Pradesh,415,Mandla,2011,Rural,220889,2234,436,187002,527,409,317,49,29500,237,178
999,India,23,Madhya Pradesh,415,Mandla,2011,Urban,26017.25703,931.3549146,64.35818758,9648.211721,81.8268385,167.3312877,193.0745627,54.24475811,14584.48471,250.9969316,41.37312059
1000,India,23,Madhya Pradesh,416,Mandsaur,2011,Rural,229006,4251,520,130531,521,6947,23098,147,62045,583,363
1001,India,23,Madhya Pradesh,416,Mandsaur,2011,Urban,55405,507,98,11502,147,1851,4487,94,35355,1184,180
1002,India,23,Madhya Pradesh,417,Morena,2011,Rural,286015,7142,667,48159,890,17751,55539,54,154029,244,1540
1003,India,23,Madhya Pradesh,417,Morena,2011,Urban,76294,291,141,3908,81,1384,5119,24,64385,186,775
1004,India,23,Madhya Pradesh,418,Narsinghpur,2011,Rural,204994,7924,772,126416,2296,1793,1814,74,62405,1228,272
1005,India,23,Madhya Pradesh,418,Narsinghpur,2011,Urban,42622,583,152,12385,114,411,483,72,26644,1651,127
1006,India,23,Madhya Pradesh,419,Neemuch,2011,Rural,129968,1221,138,42568,433,13482,46799,35,24991,226,75
1007,India,23,Madhya Pradesh,419,Neemuch,2011,Urban,45698,206,57,6907,244,4389,12636,23,20833,363,40
1008,India,23,Madhya Pradesh,420,Panna,2011,Rural,209035,2096,341,160639,300,10467,7475,40,27253,156,268
1009,India,23,Madhya Pradesh,420,Panna,2011,Urban,24619,451,49,9150,48,1129,1842,13,11646,200,91
1010,India,23,Madhya Pradesh,421,Raisen,2011,Rural,214616,10532,595,128234,8668,9878,16232,81,39414,592,390
1011,India,23,Madhya Pradesh,421,Raisen,2011,Urban,59594,1731,288,15715,383,1412,2036,36,37080,719,194
1012,India,23,Madhya Pradesh,422,Rajgarh,2011,Rural,289795,5425,869,171728,583,4144,17522,162,87759,1234,369
1013,India,23,Madhya Pradesh,422,Rajgarh,2011,Urban,52053,431,92,16170,75,477,950,46,33219,467,126
1014,India,23,Madhya Pradesh,423,Ratlam,2011,Rural,211063,8338,626,134342,669,2867,16949,106,46328,730,108
1015,India,23,Madhya Pradesh,423,Ratlam,2011,Urban,82053,747,114,16253,113,822,1197,104,59595,3016,92
1016,India,23,Madhya Pradesh,424,Rewa,2011,Rural,467403,6319,1179,356889,581,7747,8510,203,83418,1045,1512
1017,India,23,Madhya Pradesh,424,Rewa,2011,Urban,72970,954,148,24716,71,861,2613,46,42581,507,473
1018,India,23,Madhya Pradesh,425,Sagar,2011,Rural,376804,7745,1028,216098,4476,36761,35552,185,73199,1341,419
1019,India,23,Madhya Pradesh,425,Sagar,2011,Urban,129903.1019,1679.760369,375.3490207,32871.95,505.6921532,3574.145897,5228.425654,111.722685,81546.7798,3593.746368,415.5299863
1020,India,23,Madhya Pradesh,426,Satna,2011,Rural,390426,3823,796,271258,291,10686,7924,174,92884,1232,1358
1087,India,24,Gujarat,455,Patan,2011,Urban,58581,669,124,6251,57,304,371,68,49640,1072,25
1149,India,27,Maharashtra,481,Latur,2011,Urban,114291,708,266,12798,404,4796,11606,3450,73047,6771,445
1021,India,23,Madhya Pradesh,426,Satna,2011,Urban,89995.80731,1025.736442,288.817605,23328.82503,64.73415482,959.1525497,3133.198148,46.47720063,59282.34312,952.3627614,914.1602969
1022,India,23,Madhya Pradesh,427,Sehore,2011,Rural,206935,16597,764,80908,4805,1261,1965,109,98974,979,573
1023,India,23,Madhya Pradesh,427,Sehore,2011,Urban,44651,1057,152,9277,169,338,245,41,32666,464,242
1024,India,23,Madhya Pradesh,428,Seoni,2011,Rural,277982,3381,497,221137,2735,796,587,48,47728,768,305
1025,India,23,Madhya Pradesh,428,Seoni,2011,Urban,35292,648,97,11080,114,187,339,25,21709,981,112
1026,India,23,Madhya Pradesh,429,Shahdol,2011,Rural,204690,1548,431,174330,149,737,721,90,26232,185,267
1027,India,23,Madhya Pradesh,429,Shahdol,2011,Urban,46136.08262,628.0572679,127.5495167,14264.28926,12.34306037,373.6224695,883.0217034,36.29509393,29092.61134,519.0645632,199.2283421
1028,India,23,Madhya Pradesh,430,Shajapur,2011,Rural,150031.4431,3134.404507,383.6412589,91541.85391,243.2396425,891.6734236,1680.508821,114.5381608,51367.28612,565.9170416,108.3801951
1029,India,23,Madhya Pradesh,430,Shajapur,2011,Urban,33051.7909,281.945789,87.12487899,9521.418199,62.31848984,188.1655373,320.6679574,35.69699903,22276.13746,228.7028074,49.61277832
1030,India,23,Madhya Pradesh,431,Sheopur,2011,Rural,124647,6899,146,33336,2170,27922,48863,39,5146,49,77
1031,India,23,Madhya Pradesh,431,Sheopur,2011,Urban,20101,180,32,3709,99,1482,6776,4,7562,203,54
1032,India,23,Madhya Pradesh,432,Shivpuri,2011,Rural,299530.4342,8936.264914,591.0724941,89510.91148,2514.529139,53492.06071,51580.46505,33.60612842,92029.39428,246.1154699,596.0145718
1033,India,23,Madhya Pradesh,432,Shivpuri,2011,Urban,53321,240,56,8875,141,4098,11022,27,28441,199,222
1034,India,23,Madhya Pradesh,433,Sidhi,2011,Rural,220630,1986,473,195080,126,1755,2494,108,17833,319,456
1035,India,23,Madhya Pradesh,433,Sidhi,2011,Urban,17844,107,17,8072,3,152,383,16,8745,207,142
1036,India,23,Madhya Pradesh,434,Tikamgarh,2011,Rural,184157.814,1029.824151,678.5663011,65340.49175,98.70055289,1201.09864,4611.34789,40.64140413,108675.1147,1197.469943,1284.558666
1037,India,23,Madhya Pradesh,434,Tikamgarh,2011,Urban,33862.75906,177.2763331,77.46528842,7768.12974,14.89717085,408.9273398,389.5610177,9.683161052,24356.87434,352.3180906,307.626578
1038,India,23,Madhya Pradesh,435,Ujjain,2011,Rural,237288,6580,501,147086,356,1895,5049,124,73963,1549,185
1039,India,23,Madhya Pradesh,435,Ujjain,2011,Urban,146990,1509,217,24912,329,1281,1867,264,113194,3203,214
1040,India,23,Madhya Pradesh,436,Umaria,2011,Rural,121448,1617,197,100563,147,270,585,21,17711,258,79
1041,India,23,Madhya Pradesh,436,Umaria,2011,Urban,22981,322,37,6462,3,113,449,6,15309,177,103
1042,India,23,Madhya Pradesh,437,Vidisha,2011,Rural,231876,3644,517,180614,894,11253,8608,89,25378,616,263
1043,India,23,Madhya Pradesh,437,Vidisha,2011,Urban,65543,591,262,19289,92,1589,2339,36,39756,963,626
1044,India,23,Madhya Pradesh,638,Singrauli,2011,Rural,193734,1239,377,181224,83,1107,1367,64,8049,76,148
1045,India,23,Madhya Pradesh,638,Singrauli,2011,Urban,43452,549,154,12083,47,516,1101,54,28116,477,355
1046,India,23,Madhya Pradesh,639,Alirajpur,2011,Rural,121337,9889,422,69536,4229,584,2759,13,33606,238,61
1047,India,23,Madhya Pradesh,639,Alirajpur,2011,Urban,10410,122,88,2716,30,41,61,3,7249,50,50
1048,India,23,Madhya Pradesh,667,Agar Malwa,2011,Rural,93606.55692,1955.595493,239.3587411,57114.14609,151.7603575,556.3265764,1048.491179,71.46183923,32048.71388,353.0829584,67.61980487
1049,India,23,Madhya Pradesh,667,Agar Malwa,2011,Urban,21576.2091,184.054211,56.87512101,6215.581801,40.68151016,122.8344627,209.3320426,23.30300097,14541.86254,149.2971926,32.38722168
1050,India,23,Madhya Pradesh,722,Niwari,2011,Rural,69594.18605,389.1758489,256.4336989,24692.50825,37.29944711,453.90136,1742.65211,15.35859587,41068.88535,452.5300568,485.4413337
1051,India,23,Madhya Pradesh,722,Niwari,2011,Urban,9930.43363,51.98722458,22.71710654,2278.045232,4.368674335,119.9201105,114.2408339,2.839638318,7142.782537,103.319148,90.21312501
1052,India,24,Gujarat,438,Ahmadabad,2011,Rural,206945.7494,3286.284309,367.9952886,80266.77232,403.2439246,1694.88474,2239.212815,192.1711511,116158.8874,2159.506259,176.7912394
1053,India,24,Gujarat,438,Ahmadabad,2011,Urban,1259225.121,1605.654538,5420.825017,54622.09917,1336.05579,4040.001908,6873.275839,2384.605903,1156109.071,26243.59772,589.9337925
1148,India,27,Maharashtra,481,Latur,2011,Rural,359858,17553,1065,55763,2977,31475,98159,7597,136186,7724,1359
1054,India,24,Gujarat,439,Amreli,2011,Rural,218681.8773,1527.205122,249.0957541,53792.51971,632.6529257,10484.41948,16736.98577,222.3191089,131145.135,3547.843985,343.7005143
1055,India,24,Gujarat,439,Amreli,2011,Urban,75180,516,166,8123,168,2220,5585,69,56859,1410,64
1056,India,24,Gujarat,440,Anand,2011,Rural,294286.5168,6883.91251,1214.516727,124791.0984,917.3266635,1246.217001,946.0550363,291.2462625,149589.628,8250.986804,155.5294667
1057,India,24,Gujarat,440,Anand,2011,Urban,130095,1391,518,22998,514,1006,837,640,94679,7464,48
1058,India,24,Gujarat,441,Banas Kantha,2011,Rural,479308,19651,1039,150349,1215,6093,6737,340,288234,5329,321
1059,India,24,Gujarat,441,Banas Kantha,2011,Urban,81820,477,397,9073,79,384,539,150,68657,1970,94
1060,India,24,Gujarat,442,Bharuch,2011,Rural,217028,34494,748,66784,871,1279,533,961,106194,4894,270
1061,India,24,Gujarat,442,Bharuch,2011,Urban,118070,1228,420,13483,402,342,434,333,94477,6895,56
1062,India,24,Gujarat,443,Bhavnagar,2011,Rural,248095.6584,2768.453536,261.5313048,77837.00445,997.0177553,14508.59694,10641.62829,110.4337207,136958.5087,3713.699328,298.7843995
1063,India,24,Gujarat,443,Bhavnagar,2011,Urban,204977.1921,663.6900417,381.2139437,19289.94071,4331.586365,2163.646708,4873.356632,510.0024383,162019.3605,10523.73718,220.6576206
1064,India,24,Gujarat,444,Dang,2011,Rural,43842,31186,147,7002,261,50,52,24,4983,128,9
1065,India,24,Gujarat,444,Dang,2011,Urban,4606,2032,19,162,21,41,79,48,2176,27,1
1066,India,24,Gujarat,445,Dohad,2011,Rural,294997,11220,588,191130,4033,18390,7030,62,61672,744,128
1067,India,24,Gujarat,445,Dohad,2011,Urban,34875,600,47,6396,88,717,157,50,25913,892,15
1068,India,24,Gujarat,446,Gandhinagar,2011,Rural,160460,2844,400,43634,214,1341,406,385,106942,4219,75
1069,India,24,Gujarat,446,Gandhinagar,2011,Urban,126740,529,1019,14767,126,368,448,330,106048,3046,59
1070,India,24,Gujarat,447,Jamnagar,2011,Rural,131124.445,1188.287704,195.2959666,11168.31016,619.4810836,10124.64396,39039.83454,365.5393894,62717.33533,5031.0063,674.7105552
1071,India,24,Gujarat,447,Jamnagar,2011,Urban,151560.2589,614.7047469,633.4505079,5633.882261,486.6087132,3767.897965,26454.17417,523.3191619,104589.6304,8160.654632,695.936378
1072,India,24,Gujarat,448,Junagadh,2011,Rural,192342.8266,1173.430945,261.7820472,18988.78678,1226.215498,34902.73408,119681.8763,263.3137784,9836.609957,5829.557602,178.5195868
1073,India,24,Gujarat,448,Junagadh,2011,Urban,118393.1167,320.1327217,298.3953147,1876.662807,396.5430009,8555.975148,97323.64094,148.2095934,3930.518416,5471.239478,71.79931412
1074,India,24,Gujarat,449,Kachchh,2011,Rural,285991,4781,687,11829,2793,26906,69018,2937,93172,73251,617
1075,India,24,Gujarat,449,Kachchh,2011,Urban,158770,971,953,2435,4213,5780,29967,1253,83102,29578,518
1076,India,24,Gujarat,450,Kheda,2011,Rural,321819.6685,11731.48697,1210.549683,152598.1147,995.7205743,1674.084575,763.4837817,386.704423,144025.772,7756.136068,677.6157079
1077,India,24,Gujarat,450,Kheda,2011,Urban,94633.91055,931.7621238,463.1512901,15050.14212,515.0169552,459.5115943,649.6856996,293.9054355,71873.07289,4297.570811,100.0916344
1078,India,24,Gujarat,451,Mahesana,2011,Rural,319146.9539,5853.608849,628.9683607,61760.21126,452.1327938,2090.481705,1175.348504,695.0252886,238242.6608,8083.573187,164.9430721
1079,India,24,Gujarat,451,Mahesana,2011,Urban,107867,773,860,8995,140,444,622,178,93342,2452,61
1080,India,24,Gujarat,452,Narmada,2011,Rural,109005,70266,537,9393,467,314,323,221,26922,423,139
1081,India,24,Gujarat,452,Narmada,2011,Urban,13034,2661,29,1214,53,45,69,22,8477,456,8
1082,India,24,Gujarat,453,Navsari,2011,Rural,203615,53249,686,18631,3162,1292,894,1640,119331,4406,324
1083,India,24,Gujarat,453,Navsari,2011,Urban,90561,1797,420,2197,3667,463,432,534,76232,4754,65
1084,India,24,Gujarat,454,Panch Mahals,2011,Rural,247147.7643,12270.01568,574.4328242,143631.7056,1188.031523,7323.365743,2553.615009,98.56745051,77765.1491,1521.594219,221.2871902
1085,India,24,Gujarat,454,Panch Mahals,2011,Urban,56786.36305,823.5102041,159.2008593,6299.686359,88.35230934,276.726101,173.3705693,75.01611171,47786.93018,1085.233083,18.33727175
1088,India,24,Gujarat,456,Porbandar,2011,Rural,63369.56995,497.5597596,122.6449909,1871.582503,172.5006782,9761.743581,47002.94491,77.77487225,1483.705255,2319.286575,59.82682481
1089,India,24,Gujarat,456,Porbandar,2011,Urban,61216,301,98,403,116,3724,52386,185,581,3358,64
1090,India,24,Gujarat,457,Rajkot,2011,Rural,229782.1647,985.5250898,339.4229351,26597.26067,652.7716012,16118.11328,47254.94704,337.3249384,130552.6625,6607.794141,336.3425135
1091,India,24,Gujarat,457,Rajkot,2011,Urban,403590.1289,1319.428275,1037.98467,17104.36928,537.9273787,7007.687548,40852.35685,775.4761092,309242.8308,25244.71671,467.3513067
1092,India,24,Gujarat,458,Sabar Kantha,2011,Rural,228283.0762,4134.705582,485.7050677,106699.8022,431.4868276,4837.283611,2638.056246,157.006987,103442.7544,5092.561158,363.7140275
1093,India,24,Gujarat,458,Sabar Kantha,2011,Urban,48166.1678,359.8167164,298.2264677,6508.468498,105.6759005,347.4986667,323.5108856,74.55661692,39240.11996,871.3399403,36.95414925
1094,India,24,Gujarat,459,Surat,2011,Rural,263433,68444,771,28272,1038,1057,1289,1334,145527,15499,202
1095,India,24,Gujarat,459,Surat,2011,Urban,1036237,6687,2993,16224,29016,2260,2982,9095,926368,40256,356
1096,India,24,Gujarat,460,Surendranagar,2011,Rural,209706.575,2793.994917,373.7466819,48571.45974,833.3423697,29567.61163,48486.4779,241.0709457,76812.31401,1801.961961,224.5948738
1097,India,24,Gujarat,460,Surendranagar,2011,Urban,94126.78528,888.7660362,398.9613608,6328.126561,257.5454794,5689.413772,17481.25061,127.3679462,61541.1947,1343.919138,70.2396762
1098,India,24,Gujarat,461,Vadodara,2011,Rural,232885.5692,28798.56573,517.6458094,80427.4801,995.2588602,1475.651964,633.8520115,432.5761973,114557.0749,4903.45692,144.0067289
1099,India,24,Gujarat,461,Vadodara,2011,Urban,446007.6333,3188.876742,1534.489809,22323.1041,1082.941768,1093.577803,1899.982655,1846.802479,394680.0611,17947.82598,409.9708121
1100,India,24,Gujarat,462,Valsad,2011,Rural,215288,62177,1237,34220,1450,1130,823,732,107411,5900,208
1101,India,24,Gujarat,462,Valsad,2011,Urban,146640,6056,652,6500,1037,885,1134,1006,116802,12488,80
1102,India,24,Gujarat,641,Tapi,2011,Rural,159096,99269,421,12155,427,297,284,96,43920,2115,112
1103,India,24,Gujarat,641,Tapi,2011,Urban,16621,3068,56,1531,186,86,86,44,10232,1320,12
1104,India,24,Gujarat,668,Chhotaudepur,2011,Rural,185965.4308,22996.43427,413.3541906,64223.5199,794.7411398,1178.348036,506.1479885,345.4238027,91476.92514,3915.54308,114.9932711
1105,India,24,Gujarat,668,Chhotaudepur,2011,Urban,15262.36672,109.1232585,52.51019138,763.8958969,37.0582321,37.42219688,65.01734471,63.19752082,13505.93886,614.1740217,14.02918787
1106,India,24,Gujarat,669,Mahisagar,2011,Rural,170564.0504,7956.584841,452.5007661,94959.08131,752.9212396,4099.332681,1450.846173,99.48186404,58842.45094,1750.282908,200.5676352
1107,India,24,Gujarat,669,Mahisagar,2011,Urban,20710.7264,256.7276721,77.64785064,2748.171524,68.63073549,100.7623048,98.9437311,44.07845275,16659.99693,642.1961059,13.57109385
1108,India,24,Gujarat,672,Arvalli,2011,Rural,175919.9238,3186.294418,374.2949323,82225.19776,332.5131724,3727.716389,2032.943754,120.993013,79715.24558,3924.438842,280.2859725
1109,India,24,Gujarat,672,Arvalli,2011,Urban,26127.8322,195.1832836,161.7735323,3530.531502,57.3240995,188.5013333,175.4891144,40.44338308,21285.88004,472.6600597,20.04585075
1110,India,24,Gujarat,673,Morbi,2011,Rural,117337.9319,743.8883091,180.7638153,16243.97084,369.4497311,9977.530674,25174.38867,170.6450523,61367.24521,2930.793417,179.2561721
1111,India,24,Gujarat,673,Morbi,2011,Urban,71707.08578,273.8056892,195.0539692,3197.504162,104.5271419,1519.898679,7797.392536,134.1559446,54226.97449,4177.364149,80.40901715
1112,India,24,Gujarat,674,Devbhumi Dwarka,2011,Rural,94551.71546,856.8550345,140.8247613,8053.287734,446.6977851,7300.716925,28150.99295,263.5845386,45224.45563,3627.777233,486.5228634
1113,India,24,Gujarat,674,Devbhumi Dwarka,2011,Urban,42480.74106,172.2952531,177.5494921,1579.117739,136.3912868,1056.102035,7414.825831,146.6808381,29315.3696,2287.345368,195.063622
